policy,cell_code,main_peak_area__cycle_end,main_peak_height_dqdv__cycle_end,main_peak_prominence__cycle_end,main_peak_skewness__cycle_end,main_peak_temp_avg_c__cycle_end,main_peak_temp_max_c__cycle_end,main_peak_temp_min_c__cycle_end,main_peak_voltage_v__cycle_end,main_peak_width_v__cycle_end,main_peak_area__cycle_start,main_peak_height_dqdv__cycle_start,main_peak_prominence__cycle_start,main_peak_skewness__cycle_start,main_peak_temp_avg_c__cycle_start,main_peak_temp_max_c__cycle_start,main_peak_temp_min_c__cycle_start,main_peak_voltage_v__cycle_start,main_peak_width_v__cycle_start,main_peak_area__delta_abs,main_peak_height_dqdv__delta_abs,main_peak_prominence__delta_abs,main_peak_skewness__delta_abs,main_peak_temp_avg_c__delta_abs,main_peak_temp_max_c__delta_abs,main_peak_temp_min_c__delta_abs,main_peak_voltage_v__delta_abs,main_peak_width_v__delta_abs,main_peak_area__delta_pct,main_peak_height_dqdv__delta_pct,main_peak_prominence__delta_pct,main_peak_skewness__delta_pct,main_peak_temp_avg_c__delta_pct,main_peak_temp_max_c__delta_pct,main_peak_temp_min_c__delta_pct,main_peak_voltage_v__delta_pct,main_peak_width_v__delta_pct,main_peak_area__linear_r2,main_peak_height_dqdv__linear_r2,main_peak_prominence__linear_r2,main_peak_skewness__linear_r2,main_peak_temp_avg_c__linear_r2,main_peak_temp_max_c__linear_r2,main_peak_temp_min_c__linear_r2,main_peak_voltage_v__linear_r2,main_peak_width_v__linear_r2,main_peak_area__n_cycles,main_peak_height_dqdv__n_cycles,main_peak_prominence__n_cycles,main_peak_skewness__n_cycles,main_peak_temp_avg_c__n_cycles,main_peak_temp_max_c__n_cycles,main_peak_temp_min_c__n_cycles,main_peak_voltage_v__n_cycles,main_peak_width_v__n_cycles,main_peak_area__slope_per_100_cycles,main_peak_height_dqdv__slope_per_100_cycles,main_peak_prominence__slope_per_100_cycles,main_peak_skewness__slope_per_100_cycles,main_peak_temp_avg_c__slope_per_100_cycles,main_peak_temp_max_c__slope_per_100_cycles,main_peak_temp_min_c__slope_per_100_cycles,main_peak_voltage_v__slope_per_100_cycles,main_peak_width_v__slope_per_100_cycles,main_peak_area__slope_per_cycle,main_peak_height_dqdv__slope_per_cycle,main_peak_prominence__slope_per_cycle,main_peak_skewness__slope_per_cycle,main_peak_temp_avg_c__slope_per_cycle,main_peak_temp_max_c__slope_per_cycle,main_peak_temp_min_c__slope_per_cycle,main_peak_voltage_v__slope_per_cycle,main_peak_width_v__slope_per_cycle,main_peak_area__spearman_pvalue,main_peak_height_dqdv__spearman_pvalue,main_peak_prominence__spearman_pvalue,main_peak_skewness__spearman_pvalue,main_peak_temp_avg_c__spearman_pvalue,main_peak_temp_max_c__spearman_pvalue,main_peak_temp_min_c__spearman_pvalue,main_peak_voltage_v__spearman_pvalue,main_peak_width_v__spearman_pvalue,main_peak_area__spearman_rho,main_peak_height_dqdv__spearman_rho,main_peak_prominence__spearman_rho,main_peak_skewness__spearman_rho,main_peak_temp_avg_c__spearman_rho,main_peak_temp_max_c__spearman_rho,main_peak_temp_min_c__spearman_rho,main_peak_voltage_v__spearman_rho,main_peak_width_v__spearman_rho,main_peak_area__value_end,main_peak_height_dqdv__value_end,main_peak_prominence__value_end,main_peak_skewness__value_end,main_peak_temp_avg_c__value_end,main_peak_temp_max_c__value_end,main_peak_temp_min_c__value_end,main_peak_voltage_v__value_end,main_peak_width_v__value_end,main_peak_area__value_start,main_peak_height_dqdv__value_start,main_peak_prominence__value_start,main_peak_skewness__value_start,main_peak_temp_avg_c__value_start,main_peak_temp_max_c__value_start,main_peak_temp_min_c__value_start,main_peak_voltage_v__value_start,main_peak_width_v__value_start
5_4C-70PER_3C,464881,787.0,787.0,787.0,787.0,787.0,787.0,787.0,787.0,787.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.4,-1.366,-1.366,0.07,1.9400000000000048,2.1499999999999986,2.349999999999998,-0.04300000000000015,0.013999999999999957,-33.6417157275021,-36.799568965517246,-36.799568965517246,21.73913043478261,5.927283837458005,6.0872027180067905,7.799535346830395,-1.378205128205133,4.24242424242423,0.933322730343809,0.9365949744419785,0.9365949744419785,0.894771552644102,0.08474908169011519,0.13492116723576653,0.0691179118319899,0.7800172640517029,0.6520929611106291,786,786,786,786,786,786,786,786,786,-0.043224256866747544,-0.1460845117167187,-0.1460845117167187,0.008096371304273547,0.10978174100959781,0.1361073045488281,0.1036414225944802,-0.005365971283366644,0.0012289199664727816,-0.00043224256866747547,-0.001460845117167187,-0.001460845117167187,8.096371304273547e-05,0.001097817410095978,0.001361073045488281,0.001036414225944802,-5.3659712833666446e-05,1.2289199664727816e-05,0.0,0.0,0.0,0.0,9.639339087280474e-49,2.4952459554563015e-74,5.893779497636836e-35,1.9008617494557015e-247,1.1819458754071485e-206,-0.9925866365029077,-0.9906844156296369,-0.9906844156296369,0.9424313730363799,0.4901596223773571,0.5881962475426115,0.4201102679933555,-0.8736066836091139,0.8361230954846093,0.789,2.346,2.346,-0.252,34.67,37.47,32.48,3.077,0.344,1.189,3.712,3.712,-0.322,32.73,35.32,30.13,3.12,0.33
5_4C-80PER_5_4C,463871,558.0,558.0,558.0,558.0,558.0,558.0,558.0,558.0,558.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.44600000000000006,-1.499,-1.499,0.10200000000000001,1.2999999999999972,1.240000000000002,1.0999999999999979,-0.04499999999999993,0.012999999999999956,-37.259816207184635,-40.317374932759556,-40.317374932759556,31.19266055045872,3.970678069639576,3.5217267821641633,3.5865666775350435,-1.4423076923076898,3.9156626506023957,0.9650883547478071,0.952961044378679,0.9666473384741027,0.7119566467435201,0.5059046477185336,0.5516564819860409,0.4944913690856262,0.8110048085487137,0.12862824670654893,557,557,557,557,557,557,557,557,557,-0.0674466854963355,-0.226580665160348,-0.22554125576587433,0.014796990808349392,0.4533067123645127,0.47147085713603665,0.4820644555763316,-0.008041322776607752,0.0016188473903798457,-0.0006744668549633551,-0.00226580665160348,-0.0022554125576587434,0.00014796990808349392,0.004533067123645127,0.004714708571360367,0.004820644555763316,-8.041322776607753e-05,1.6188473903798458e-05,0.0,0.0,0.0,0.0,6.15228218764991e-67,5.152766636944728e-104,5.017180560605411e-58,1.6445374343295679e-230,2.5385550181857897e-160,-0.9963802479786693,-0.9955694518495928,-0.9962077738978152,0.9712082624111724,0.6453905889236035,0.7555173111371499,0.6098173331228639,-0.9217612286331575,0.8549188672478385,0.751,2.219,2.219,-0.225,34.04,36.45,31.77,3.075,0.345,1.197,3.718,3.718,-0.327,32.74,35.21,30.67,3.12,0.332
5_4C-80PER_5_4C,464002,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.42200000000000004,-1.391,-1.391,0.092,1.1600000000000037,1.1100000000000065,1.1599999999999966,-0.052000000000000046,0.007000000000000006,-35.73243014394581,-37.71691973969631,-37.71691973969631,28.57142857142857,3.6204744069912724,3.2666274278987837,3.813280736357648,-1.665598975016017,2.121212121212123,0.9882861936913088,0.9844208996152513,0.9844208996152513,0.9311710351358338,0.5658416893500213,0.5949644179905533,0.5731234008790975,0.8567220864841283,0.3321655779451417,532,532,532,532,532,532,532,532,532,-0.07155032619230527,-0.2330110581889261,-0.2330110581889261,0.01362228750557984,0.4519631351728138,0.4530649611914165,0.49251678820226086,-0.00871710551221411,0.00091435221436754,-0.0007155032619230526,-0.002330110581889261,-0.002330110581889261,0.0001362228750557984,0.004519631351728138,0.004530649611914165,0.004925167882022609,-8.717105512214111e-05,9.1435221436754e-06,0.0,0.0,0.0,0.0,6.882324067766297e-70,4.522805278758583e-93,9.121999775705322e-71,8.351789490214022e-237,9.125056364771708e-44,-0.9976422649464993,-0.9969582540468028,-0.9969582540468028,0.969277526349073,0.6674950903420076,0.7392768765103642,0.6706356006627158,-0.9326427510385706,0.5520575264322187,0.759,2.297,2.297,-0.23,33.2,35.09,31.58,3.07,0.337,1.181,3.688,3.688,-0.322,32.04,33.98,30.42,3.122,0.33
5_6C_19PER_4_6C_NEWSTRUCTURE,737274,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3690000000000001,-1.2570000000000001,-1.2570000000000001,0.041000000000000036,0.990000000000002,0.38000000000000256,1.9099999999999966,-0.03600000000000003,0.010000000000000009,-30.82706766917294,-33.166226912928764,-33.166226912928764,12.654320987654334,2.883775123798433,1.032608695652181,5.931677018633529,-1.1486917677089992,3.0769230769230793,0.8806432345495973,0.8850310587929391,0.8850310587929391,0.4599923760730241,0.2707072989790431,0.05670424277896846,0.5983642082317057,0.6358380336255975,0.3604631200427316,1145,1145,1145,1145,1145,1145,1145,1145,1145,-0.024585151239624414,-0.08425164321035336,-0.08425164321035336,0.002584437213944095,0.06843203893662364,0.029496990811836325,0.13421298174150084,-0.002553083076871921,0.000720232235813271,-0.00024585151239624414,-0.0008425164321035336,-0.0008425164321035336,2.584437213944095e-05,0.0006843203893662364,0.00029496990811836324,0.0013421298174150084,-2.553083076871921e-05,7.20232235813271e-06,0.0,0.0,0.0,1.6306561224628273e-158,2.6553588992781623e-44,1.3182356411591196e-08,1.2094852936833655e-197,8.413509629609649e-239,5.612907302156671e-139,-0.9982658305366787,-0.9847203532607658,-0.9847203532607658,0.6836092723261986,0.39605812149422065,0.16697017562896024,0.7382104065807328,-0.7838671142166568,0.6509585416896486,0.828,2.533,2.533,-0.283,35.32,37.18,34.11,3.098,0.335,1.197,3.79,3.79,-0.324,34.33,36.8,32.2,3.134,0.325
5_6C_19PER_4_6C_NEWSTRUCTURE,737276,816.0,816.0,816.0,816.0,816.0,816.0,816.0,816.0,816.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.41100000000000003,-1.3739999999999997,-1.3739999999999997,0.05399999999999999,0.6700000000000017,0.6599999999999966,0.8999999999999986,-0.052999999999999936,0.007000000000000006,-34.80101608806096,-36.62046908315564,-36.62046908315564,17.53246753246753,1.9851851851851903,1.8196856906534231,2.8671551449506163,-1.6927499201533038,2.160493827160496,0.9220762355134965,0.9279780692546272,0.9279780692546272,0.7887002295467893,0.7047215647951892,0.6703992752091983,0.7870490689603726,0.7363424672906886,0.21443836628651958,816,816,816,816,816,816,816,816,816,-0.038664559763276526,-0.1267727263089872,-0.1267727263089872,0.005970501438442471,0.15768474588399595,0.1496172987671344,0.19187366132972888,-0.0042184782767135404,0.0005359274917211893,-0.00038664559763276524,-0.0012677272630898721,-0.0012677272630898721,5.970501438442471e-05,0.0015768474588399594,0.001496172987671344,0.0019187366132972887,-4.2184782767135406e-05,5.359274917211893e-06,0.0,0.0,0.0,6.31272393294079e-279,3.3064871585071465e-208,6.169556792184769e-184,1.2933443172120706e-280,4.008829969593035e-254,2.242107436969352e-34,-0.9990057380332099,-0.993075903677077,-0.993075903677077,0.889379539986285,0.8295947887539972,0.8014794608818063,0.8904955715524353,-0.8715061448708948,0.40971120479893774,0.77,2.378,2.378,-0.254,34.42,36.93,32.29,3.078,0.331,1.181,3.752,3.752,-0.308,33.75,36.27,31.39,3.131,0.324
5_6C_19PER_4_6C_NEWSTRUCTURE,737287,1027.0,1027.0,1027.0,1027.0,1027.0,1027.0,1027.0,1027.0,1027.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.396,-1.287,-1.287,0.063,0.5799999999999983,0.3100000000000023,1.0499999999999972,-0.040000000000000036,0.0040000000000000036,-32.97252289758534,-34.12887828162291,-34.12887828162291,18.80597014925373,1.6642754662840695,0.8185899128597894,3.2568238213399416,-1.2800000000000011,1.2195121951219523,0.8833930855704331,0.8941917409780203,0.8941917409780203,0.3861024950691053,0.29431724336030773,0.1382819143094386,0.600966069989743,0.6932967021050109,0.4033313253649561,1027,1027,1027,1027,1027,1027,1027,1027,1027,-0.030218255064207312,-0.10536323528945793,-0.10536323528945793,0.0029048467228461436,0.08293636162475845,0.05589635510544223,0.14614052569164201,-0.003654216886769611,0.0009839483334455363,-0.00030218255064207313,-0.0010536323528945793,-0.0010536323528945793,2.9048467228461436e-05,0.0008293636162475846,0.0005589635510544224,0.0014614052569164203,-3.654216886769611e-05,9.839483334455364e-06,0.0,0.0,0.0,1.5949468569924582e-110,2.804662196617669e-45,1.2620393706655365e-23,1.3590087193466438e-177,3.7980259235835607e-262,6.908645680898648e-149,-0.9985233906716904,-0.9852485795264303,-0.9852485795264303,0.6209253293649822,0.42056085374693475,0.3054937237900955,0.738414757951854,-0.8300074912982771,0.6947791948814552,0.805,2.484,2.484,-0.272,35.43,38.18,33.29,3.085,0.332,1.201,3.771,3.771,-0.335,34.85,37.87,32.24,3.125,0.328
5_6C_19PER_4_6C_NEWSTRUCTURE,737294,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.362,-1.2320000000000002,-1.2320000000000002,0.052000000000000046,2.1200000000000045,1.7100000000000009,3.240000000000002,-0.02499999999999991,0.010000000000000009,-30.066445182724255,-32.438125329120595,-32.438125329120595,15.430267062314554,6.031294452347097,4.449648711943796,10.08089607965153,-0.7979572294924964,3.058103975535171,0.9068779595274933,0.907413762526182,0.907413762526182,0.37386936924521763,0.17221465127750346,0.003981248170198848,0.6574346865499908,0.6613899397274707,0.524919610401404,1266,1266,1266,1266,1266,1266,1266,1266,1266,-0.023798537887835133,-0.08762819281213703,-0.08762819281213703,0.002575727241930196,0.07093637538596961,0.012087613772733092,0.20005382615694436,-0.002395415677989941,0.0012022734373208475,-0.00023798537887835135,-0.0008762819281213703,-0.0008762819281213703,2.5757272419301958e-05,0.0007093637538596962,0.00012087613772733092,0.0020005382615694437,-2.3954156779899408e-05,1.2022734373208475e-05,0.0,0.0,0.0,2.8876543269712605e-138,5.5137425876322865e-34,0.5842740431125895,2.5689871775285067e-270,1.27724220208443e-298,9.008115526877287e-243,-0.9933702885659196,-0.9768699947849803,-0.9768699947849803,0.625250206947093,0.3321506676858242,0.015391995661927404,0.7895568271419053,-0.8125785954550703,0.7639806516940947,0.842,2.566,2.566,-0.285,37.27,40.14,35.38,3.108,0.337,1.204,3.798,3.798,-0.337,35.15,38.43,32.14,3.133,0.327
5_6C_19PER_4_6C_NEWSTRUCTURE,737319,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.4009999999999999,-1.314,-1.314,0.07,1.0700000000000003,1.0900000000000034,1.3000000000000007,-0.04300000000000015,0.006000000000000005,-34.273504273504265,-35.72593800978793,-35.72593800978793,22.222222222222225,3.2007179180376917,3.0446927374301773,4.162664105027219,-1.3760000000000048,1.8348623853211024,0.9298164685479345,0.9384379412349461,0.9384379412349461,0.8566568525528389,0.7266204416103339,0.6324644364443903,0.8506600521391224,0.7640067087938056,0.4390299871909078,815,815,815,815,815,815,815,815,815,-0.03980998353427088,-0.1339058935251648,-0.1339058935251648,0.007726556729624236,0.16480638802904787,0.1528684461831318,0.2186884474776906,-0.004393525607888734,0.0008930995560371076,-0.0003980998353427088,-0.001339058935251648,-0.001339058935251648,7.726556729624236e-05,0.0016480638802904787,0.001528684461831318,0.0021868844747769058,-4.393525607888734e-05,8.930995560371076e-06,0.0,0.0,0.0,0.0,2.649932172816971e-223,1.833175282686454e-162,0.0,1.1117032129522203e-267,3.6986422527884254e-127,-0.9990145321932117,-0.9939518690119352,-0.9939518690119352,0.9257308368413814,0.8450898512947821,0.772438756718506,0.925560475913177,-0.8818630901592092,0.7123680852531183,0.769,2.364,2.364,-0.245,34.5,36.89,32.53,3.082,0.333,1.17,3.678,3.678,-0.315,33.43,35.8,31.23,3.125,0.327
5_6C_19PER_4_6C_NEWSTRUCTURE,737390,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3819999999999999,-1.233,-1.233,0.08000000000000002,1.259999999999998,1.2399999999999949,1.509999999999998,-0.03299999999999992,0.0030000000000000027,-32.87435456110154,-34.04196576477085,-34.04196576477085,24.61538461538462,3.7747153984421744,3.428255460326223,4.893065456902132,-1.0590500641848497,0.9063444108761337,0.9168377944933571,0.9261072644489456,0.9261072644489456,0.8287542124887965,0.7336803250188435,0.6407338558593668,0.8558461123462819,0.7405295746987689,0.48161917223835815,795,795,795,795,795,795,795,795,795,-0.03931855943373536,-0.13309319994774466,-0.13309319994774466,0.0075511964078746295,0.1917988545455314,0.18681905798179235,0.24381120946207308,-0.004328249775085854,0.0009645251111791983,-0.00039318559433735363,-0.0013309319994774466,-0.0013309319994774466,7.55119640787463e-05,0.0019179885454553138,0.0018681905798179235,0.0024381120946207306,-4.328249775085854e-05,9.645251111791983e-06,0.0,0.0,0.0,1.649131648e-314,2.5122582908051637e-229,1.856795581593163e-165,0.0,2.422075606955229e-243,1.532480604196576e-155,-0.9987615326007512,-0.9922172034757236,-0.9922172034757236,0.9148283199146332,0.8559105518888832,0.7826801479393406,0.9268057125260124,-0.8680311409686052,0.7678817952752987,0.78,2.389,2.389,-0.245,34.64,37.41,32.37,3.083,0.334,1.162,3.622,3.622,-0.325,33.38,36.17,30.86,3.116,0.331
5_6C_19PER_4_6C_NEWSTRUCTURE,739476,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.382,-1.259,-1.259,0.04800000000000004,0.23000000000000043,-0.05999999999999517,0.5399999999999991,-0.03200000000000003,0.0050000000000000044,-31.886477462437394,-33.377518557794275,-33.377518557794275,14.50151057401814,0.7246376811594217,-0.18472906403939401,1.7380109430318609,-1.0236724248240574,1.5243902439024404,0.8759705353156575,0.8842356846599135,0.8842356846599135,0.4466951163698638,0.011617105097958103,1.5749567657374897e-05,0.07484427608217603,0.6666208438516896,0.36024411937720957,1047,1047,1047,1047,1047,1047,1047,1047,1047,-0.028305035452874702,-0.09683604270279045,-0.09683604270279045,0.002769789950975337,0.015162746810181826,0.00057939770659354,0.03875760386301666,-0.0031327029020115135,0.0007689879782294532,-0.00028305035452874704,-0.0009683604270279045,-0.0009683604270279045,2.769789950975337e-05,0.00015162746810181826,5.7939770659354e-06,0.0003875760386301666,-3.1327029020115135e-05,7.689879782294532e-06,0.0,0.0,0.0,5.752864654657528e-137,5.788512446327464e-05,0.4882321948136814,8.309361931072642e-13,5.62701300152949e-241,5.2800811606444306e-124,-0.9983675623918584,-0.9866229247898449,-0.9866229247898449,0.6692724987673151,0.12394532712988089,0.021444024385759847,0.21873165215466425,-0.8067135072258435,0.6446022321716887,0.816,2.513,2.513,-0.283,31.97,32.42,31.61,3.094,0.333,1.198,3.772,3.772,-0.331,31.74,32.48,31.07,3.126,0.328
5_6C_19PER_4_6C_NEWSTRUCTURE,739477,1092.0,1092.0,1092.0,1092.0,1092.0,1092.0,1092.0,1092.0,1092.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3710000000000001,-1.2960000000000003,-1.2960000000000003,0.03899999999999998,1.1400000000000006,0.259999999999998,2.3499999999999943,-0.043999999999999595,0.013000000000000012,-31.255265374894698,-34.168204587397845,-34.168204587397845,12.499999999999993,3.3072236727589224,0.6961178045515342,7.330006238303163,-1.4035087719298118,4.0372670807453455,0.8853995795011966,0.8849333883258516,0.8849333883258516,0.4831354540403865,0.34371183755225565,0.047395795431188215,0.7125254403257449,0.6395257237570298,0.31594468827045163,1092,1092,1092,1092,1092,1092,1092,1092,1092,-0.02605021181895258,-0.0880542615587225,-0.0880542615587225,0.002808355847988967,0.08024470416217434,0.02749874986329905,0.16221943643045814,-0.002664474589683227,0.000643089043525785,-0.0002605021181895258,-0.000880542615587225,-0.000880542615587225,2.8083558479889672e-05,0.0008024470416217435,0.0002749874986329905,0.0016221943643045813,-2.6644745896832273e-05,6.43089043525785e-06,0.0,0.0,0.0,1.4236804205192108e-160,1.2467722674961495e-62,6.227215214075663e-11,2.715336007347781e-287,3.139968868177537e-229,5.0198286595191456e-117,-0.9982872705092986,-0.9853376284110572,-0.9853376284110572,0.6984728361645322,0.4753011544857781,0.19615383296597463,0.8367036844468533,-0.7853226597891932,0.6201196802502172,0.816,2.497,2.497,-0.273,35.61,37.61,34.41,3.091,0.335,1.187,3.793,3.793,-0.312,34.47,37.35,32.06,3.135,0.322
5_6C_25PER_4_5C,460528,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.517,-1.67,-1.67,0.11100000000000002,0.5599999999999952,0.7999999999999972,0.4299999999999997,-0.06600000000000028,0.0010000000000000009,-43.26359832635983,-44.08658922914467,-44.08658922914467,34.25925925925926,1.69388989715667,2.1990104452996073,1.4200792602377796,-2.1235521235521326,0.30769230769230793,0.9346153647603197,0.9463730887430849,0.9463730887430849,0.9239509045074711,0.06796972417763025,0.47899795613384977,0.005883362526215019,0.8934506891441863,0.15047428601332735,560,560,560,560,560,560,560,560,560,-0.07989615719437881,-0.26144510756001965,-0.26144510756001965,0.016054964187659154,0.02653355536392083,0.10899415222260858,0.009109870977177453,-0.010706058647235022,0.0005532326770356368,-0.0007989615719437882,-0.0026144510756001965,-0.0026144510756001965,0.00016054964187659155,0.0002653355536392083,0.0010899415222260858,9.109870977177453e-05,-0.00010706058647235021,5.532326770356368e-06,0.0,0.0,0.0,0.0,2.600445129515125e-09,1.4078145898829733e-82,0.1439413629139172,0.0,1.6903079082421008e-12,-0.9993812568618866,-0.9972548597985408,-0.9972548597985408,0.9777491846855466,0.248250313309646,0.696816286110283,0.06182899091691128,-0.9644129317396435,0.29236329374545544,0.678,2.118,2.118,-0.213,33.62,37.18,30.71,3.042,0.326,1.195,3.788,3.788,-0.324,33.06,36.38,30.28,3.108,0.325
5_6C_26PER_4_5C,737289,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.58,-1.891,-1.891,0.10700000000000001,-0.509999999999998,-0.6999999999999957,-0.41000000000000014,-0.07999999999999963,0.0010000000000000009,-47.540983606557376,-48.40030714102892,-48.40030714102892,32.82208588957056,-1.5701970443349693,-2.0491803278688403,-1.3145238858608532,-2.5518341307814874,0.31055900621118043,0.9695118050613847,0.9753952403367667,0.9753952403367667,0.9132300102995426,0.05938785905103494,0.02212892391220944,0.00026469161290976206,0.9233559956500191,0.031181637064322643,494,494,494,494,494,494,494,494,494,-0.10529474724414437,-0.34083036638817643,-0.34083036638817643,0.018225621216973898,-0.030771022507975306,-0.0198278288381914,-0.0021980155000389068,-0.013952175009077503,0.00036101544802298233,-0.0010529474724414436,-0.0034083036638817643,-0.0034083036638817643,0.000182256212169739,-0.00030771022507975306,-0.000198278288381914,-2.1980155000389066e-05,-0.00013952175009077504,3.6101544802298236e-06,0.0,0.0,0.0,8.812840022248854e-287,7.443960054892113e-08,0.0005739339238691082,0.4696946633377086,1.97714585464e-312,0.1463245581486506,-0.999142845892576,-0.9969975136859998,-0.9969975136859998,0.9645413985356577,-0.23914736384815694,-0.1543979078346461,-0.032602169430652445,-0.9722171075629155,0.06545294437572895,0.64,2.016,2.016,-0.219,31.97,33.46,30.78,3.055,0.323,1.22,3.907,3.907,-0.326,32.48,34.16,31.19,3.135,0.322
5_6C_26PER_4_5C,737295,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6040000000000001,-1.9549999999999998,-1.9549999999999998,0.1,0.46999999999999886,0.28999999999999915,0.370000000000001,-0.08499999999999996,-0.0020000000000000018,-49.63023829087921,-49.91064590247639,-49.91064590247639,31.25,1.4316174230886352,0.8212970829793236,1.194704552793029,-2.7147876077930366,-0.6250000000000006,0.9678513454962545,0.9726556150081188,0.9726556150081188,0.9537268238643357,0.468189301819087,0.44510658959536953,0.38985519494026555,0.9244307171611903,0.1561342168609754,513,513,513,513,513,513,513,513,513,-0.10191896631169346,-0.321997706399185,-0.321997706399185,0.017717879633422036,0.11036251763487616,0.14815431087447076,0.1255706447539146,-0.01328718754977565,-0.0007178035474548534,-0.0010191896631169346,-0.00321997706399185,-0.00321997706399185,0.00017717879633422036,0.0011036251763487616,0.0014815431087447076,0.001255706447539146,-0.0001328718754977565,-7.178035474548535e-06,0.0,0.0,0.0,0.0,3.0830579264273406e-75,6.575753555172674e-75,1.031703443989487e-63,0.0,3.694781755016185e-24,-0.9996084792757214,-0.9984330129089005,-0.9984330129089005,0.9850523526736983,0.69502380480395,0.6939210772952616,0.6531610694551037,-0.9772644426567042,-0.4270822398974482,0.613,1.962,1.962,-0.22,33.3,35.6,31.34,3.046,0.318,1.217,3.917,3.917,-0.32,32.83,35.31,30.97,3.131,0.32
5_6C_26PER_4_5C,737327,446.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6280000000000001,-2.0599999999999996,-2.0599999999999996,0.11299999999999999,-0.7899999999999991,0.21000000000000085,-0.7000000000000028,-0.09699999999999998,0.0010000000000000009,-52.116182572614115,-52.752880921895,-52.752880921895,37.049180327868854,-2.3262661955241435,0.6036217303822963,-2.1916092673763394,-3.089171974522292,0.31545741324921167,0.9696469682575336,0.9751245601596307,0.9751245601596307,0.9666222605075215,0.025203082208108296,0.000297861708672964,0.04986311485823858,0.93005601864967,0.305406725223352,446,446,446,446,446,446,446,446,446,-0.12597027664316596,-0.390011980915751,-0.390011980915751,0.02887838947816576,-0.07771918261952568,-0.009012367429633081,-0.13095414822722679,-0.017258788118367195,-0.0015976109857862668,-0.0012597027664316596,-0.00390011980915751,-0.00390011980915751,0.0002887838947816576,-0.0007771918261952567,-9.012367429633081e-05,-0.001309541482272268,-0.00017258788118367196,-1.597610985786267e-05,0.0,0.0,0.0,0.0,0.00291963758238962,0.915954483318517,5.481942373713587e-05,9.92886493781963e-285,2.205037320083161e-35,-0.9981356889206762,-0.9963835704648881,-0.9963835704648881,0.9886664327452188,-0.14061504363687258,-0.005011068302213838,-0.1898120339713461,-0.9729641784466481,-0.5417656296848549,0.577,1.845,1.845,-0.192,33.17,35.0,31.24,3.043,0.318,1.205,3.905,3.905,-0.305,33.96,34.79,31.94,3.14,0.317
